source_date,lines,units,orders
2010-04-14,19,178,1
2010-04-14,20,39,1
2010-04-14,20,166,1
2010-04-14,21,196,1
2010-04-14,22,232,1
2010-04-14,26,320,1
2010-04-14,27,123,1
2010-04-14,29,367,1
2010-04-14,31,423,1
2010-04-14,32,298,1
2010-04-14,38,120,1
2010-04-14,39,76,1
2010-04-14,40,125,1
2010-04-14,42,252,1
2010-04-14,44,689,1
2010-04-14,47,293,1
2010-04-14,52,456,1
2010-04-14,53,628,1
2010-04-14,59,265,1
2010-04-14,70,4320,1
2010-04-14,94,812,1
2010-04-14,102,370,1
2010-04-15,1,2,1
2010-04-15,1,4,1
2010-04-15,1,12,3
2010-04-15,1,30,1
2010-04-15,2,3,1
2010-04-15,2,16,1
2010-04-15,2,72,1
2010-04-15,3,27,1
2010-04-15,4,6,1
2010-04-15,4,30,1
2010-04-15,4,35,1
2010-04-15,6,208,1
2010-04-15,7,76,1
2010-04-15,7,230,1
2010-04-15,8,70,1
2010-04-15,9,37,1
2010-04-15,9,172,1
2010-04-15,9,179,1
2010-04-15,9,324,1
2010-04-15,10,82,1
2010-04-15,10,100,1
2010-04-15,10,140,1
2010-04-15,10,329,1
2010-04-15,11,262,1
2010-04-15,12,129,1
2010-04-15,12,161,1
2010-04-15,13,42,1
2010-04-15,13,100,1
2010-04-15,14,183,1
2010-04-15,15,76,1
2010-04-15,15,93,1
2010-04-15,15,105,1
2010-04-15,16,170,1
2010-04-15,17,118,1
2010-04-15,17,162,1
2010-04-15,18,49,1
2010-04-15,18,206,1
2010-04-15,18,213,1
2010-04-15,20,162,1
2010-04-15,20,188,1
2010-04-15,20,192,1
2010-04-15,22,156,1
2010-04-15,22,248,1
2010-04-15,22,384,1
2010-04-15,23,255,1
2010-04-15,26,218,1
2010-04-15,27,77,1
2010-04-15,27,183,1
2010-04-15,29,52,1
2010-04-15,29,200,1
2010-04-15,30,894,1
2010-04-15,33,463,1
2010-04-15,34,419,1
2010-04-15,39,345,1
2010-04-15,41,59,1
2010-04-15,44,721,1
2010-04-15,45,125,1
2010-04-15,48,355,1
2010-04-15,50,529,1
2010-04-15,57,143,1
2010-04-15,63,123,1
2010-04-16,1,8,1
2010-04-16,1,12,1
2010-04-16,1,14,1
2010-04-16,1,498,1
2010-04-16,2,24,1
2010-04-16,2,1152,1
2010-04-16,3,9,1
2010-04-16,4,42,1
2010-04-16,4,270,1
2010-04-16,5,55,1
2010-04-16,5,216,1
2010-04-16,6,6,2
2010-04-16,6,396,1
2010-04-16,7,216,1
2010-04-16,13,27,1
2010-04-16,14,254,1
2010-04-16,17,116,1
2010-04-16,18,89,1
2010-04-16,18,110,1
2010-04-16,18,202,1
2010-04-16,18,234,1
2010-04-16,18,241,1
2010-04-16,18,268,1
2010-04-16,20,161,1
2010-04-16,20,166,1
2010-04-16,21,206,1
2010-04-16,21,4696,1
2010-04-16,22,339,1
2010-04-16,22,450,1
2010-04-16,25,514,1
2010-04-16,26,266,1
2010-04-16,26,299,1
2010-04-16,26,364,1
2010-04-16,32,86,1
2010-04-16,34,108,1
2010-04-16,42,432,1
2010-04-16,50,248,1
2010-04-16,51,728,1
2010-04-16,62,847,1
2010-04-16,72,144,1
2010-04-16,73,363,1
2010-04-18,1,1,1
2010-04-18,1,4,1
2010-04-18,2,2,1
2010-04-18,3,120,1
2010-04-18,4,171,1
2010-04-18,4,180,1
2010-04-18,6,409,1
2010-04-18,7,1849,1
2010-04-18,8,67,1
2010-04-18,8,143,1
2010-04-18,8,360,1
2010-04-18,9,435,1
2010-04-18,11,58,1
2010-04-18,11,214,1
2010-04-18,12,102,1
2010-04-18,12,132,1
2010-04-18,13,35,1
2010-04-18,14,42,1
2010-04-18,14,122,1
2010-04-18,14,831,1
2010-04-18,14,1244,1
2010-04-18,15,95,1
2010-04-18,16,49,1
2010-04-18,16,167,1
2010-04-18,18,53,1
2010-04-18,18,182,1
2010-04-18,20,89,1
2010-04-18,20,480,1
2010-04-18,21,146,2
2010-04-18,21,154,1
2010-04-18,21,172,1
2010-04-18,22,248,1
2010-04-18,23,170,1
2010-04-18,23,280,1
2010-04-18,23,358,1
2010-04-18,24,58,1
2010-04-18,24,231,1
2010-04-18,26,93,1
2010-04-18,29,125,1
2010-04-18,29,172,1
2010-04-18,35,163,1
2010-04-18,37,127,1
2010-04-18,42,250,1
2010-04-18,49,274,1
2010-04-18,56,67,1
2010-04-18,56,163,1
2010-04-18,61,233,1
2010-04-18,65,322,1
2010-04-18,76,267,1
2010-04-18,77,228,1
2010-04-18,84,335,1
2010-04-18,91,278,1
2010-04-18,113,333,1
2010-04-19,1,8,1
2010-04-19,1,24,1
2010-04-19,1,100,1
2010-04-19,1,216,1
2010-04-19,1,600,1
2010-04-19,2,20,1
2010-04-19,2,121,1
2010-04-19,2,1640,1
2010-04-19,3,4,1
2010-04-19,3,7,1
2010-04-19,3,25,1
2010-04-19,3,105,1
2010-04-19,3,110,1
2010-04-19,4,6,1
2010-04-19,4,19,1
2010-04-19,4,64,1
2010-04-19,5,24,1
2010-04-19,6,6,1
2010-04-19,6,74,1
2010-04-19,6,200,1
2010-04-19,7,47,1
2010-04-19,7,102,1
2010-04-19,8,77,1
2010-04-19,11,22,1
2010-04-19,11,92,1
2010-04-19,11,128,1
2010-04-19,11,273,1
2010-04-19,12,50,1
2010-04-19,12,52,1
2010-04-19,14,170,1
2010-04-19,15,125,1
2010-04-19,15,130,1
2010-04-19,15,200,1
2010-04-19,16,120,1
2010-04-19,16,592,1
2010-04-19,19,160,1
2010-04-19,20,136,1
2010-04-19,20,144,1
2010-04-19,21,158,1
2010-04-19,21,174,1
2010-04-19,21,190,2
2010-04-19,21,272,1
2010-04-19,21,282,1
2010-04-19,22,208,1
2010-04-19,23,195,1
2010-04-19,24,502,1
2010-04-19,27,312,1
2010-04-19,28,495,1
2010-04-19,30,762,1
2010-04-19,31,34,1
2010-04-19,32,372,1
2010-04-19,36,355,1
2010-04-19,40,90,1
2010-04-19,41,516,1
2010-04-19,43,430,1
2010-04-19,45,429,1
2010-04-19,47,869,1
2010-04-19,50,618,1
2010-04-19,51,124,1
2010-04-19,52,87,1
2010-04-19,54,229,1
2010-04-19,55,700,1
2010-04-19,108,161,1
2010-04-19,134,212,1
2010-04-19,136,279,1
2010-04-19,137,242,1
2010-04-19,153,228,1
2010-04-19,160,311,1
2010-04-19,172,305,1
2010-04-19,187,355,1
2010-04-19,192,1585,1
2010-04-19,256,533,1
2010-04-19,298,577,1
2010-04-20,1,1,2
2010-04-20,1,20,1
2010-04-20,1,33,1
2010-04-20,1,35,1
2010-04-20,2,84,1
2010-04-20,2,108,1
2010-04-20,2,220,1
2010-04-20,3,296,1
2010-04-20,4,26,1
2010-04-20,4,38,1
2010-04-20,4,60,1
2010-04-20,4,109,1
2010-04-20,5,5,1
2010-04-20,5,584,1
2010-04-20,6,37,1
2010-04-20,6,159,1
2010-04-20,7,29,1
2010-04-20,7,713,1
2010-04-20,10,45,1
2010-04-20,10,54,1
2010-04-20,10,345,1
2010-04-20,11,155,1
2010-04-20,13,43,1
2010-04-20,13,88,1
2010-04-20,13,143,1
2010-04-20,13,206,1
2010-04-20,13,382,1
2010-04-20,13,990,1
2010-04-20,14,26,1
2010-04-20,16,144,1
2010-04-20,16,240,1
2010-04-20,16,249,1
2010-04-20,17,55,1
2010-04-20,17,116,1
2010-04-20,18,94,1
2010-04-20,18,290,1
2010-04-20,19,212,1
2010-04-20,19,248,1
2010-04-20,19,267,1
2010-04-20,19,284,1
2010-04-20,20,128,1
2010-04-20,21,78,1
2010-04-20,21,172,1
2010-04-20,21,178,1
2010-04-20,21,184,2
2010-04-20,22,258,1
2010-04-20,23,88,1
2010-04-20,23,137,1
2010-04-20,24,90,1
2010-04-20,24,272,1
2010-04-20,25,112,1
2010-04-20,30,638,1
2010-04-20,35,374,1
2010-04-20,36,268,1
2010-04-20,37,136,1
2010-04-20,37,356,1
2010-04-20,39,134,1
2010-04-20,40,210,1
2010-04-20,45,219,1
2010-04-20,54,228,1
2010-04-20,108,176,1
2010-04-20,110,427,1
2010-04-20,117,383,1
2010-04-20,167,862,1
2010-04-21,1,1,2
2010-04-21,1,4,1
2010-04-21,1,5,1
2010-04-21,1,6,1
2010-04-21,1,16,1
2010-04-21,1,24,1
2010-04-21,1,37,1
2010-04-21,1,72,2
2010-04-21,1,144,1
2010-04-21,2,2,1
2010-04-21,2,3,2
2010-04-21,2,104,1
2010-04-21,3,36,1
2010-04-21,5,58,1
2010-04-21,5,160,1
2010-04-21,6,118,1
2010-04-21,6,218,1
2010-04-21,7,55,1
2010-04-21,8,308,1
2010-04-21,9,103,1
2010-04-21,9,936,1
2010-04-21,11,39,1
2010-04-21,11,116,1
2010-04-21,11,244,1
2010-04-21,12,68,1
2010-04-21,14,170,1
2010-04-21,15,220,1
2010-04-21,15,234,1
2010-04-21,15,235,1
2010-04-21,15,364,1
2010-04-21,16,170,1
2010-04-21,17,89,1
2010-04-21,18,183,1
2010-04-21,19,131,1
2010-04-21,19,133,1
2010-04-21,19,217,1
2010-04-21,20,62,1
2010-04-21,20,70,1
2010-04-21,20,219,1
2010-04-21,21,188,1
2010-04-21,21,286,1
2010-04-21,23,312,1
2010-04-21,25,58,1
2010-04-21,25,253,1
2010-04-21,26,168,1
2010-04-21,29,91,1
2010-04-21,29,102,1
2010-04-21,35,118,1
2010-04-21,37,176,1
2010-04-21,37,409,1
2010-04-21,41,120,1
2010-04-21,42,1600,1
2010-04-21,43,107,1
2010-04-21,48,387,1
2010-04-21,48,566,1
2010-04-21,48,1367,1
2010-04-21,52,341,1
2010-04-21,53,471,1
2010-04-21,63,150,1
2010-04-21,69,375,1
2010-04-21,119,206,1
2010-04-22,1,2,1
2010-04-22,1,12,1
2010-04-22,1,18,1
2010-04-22,1,50,1
2010-04-22,1,120,1
2010-04-22,2,12,1
2010-04-22,2,14,1
2010-04-22,2,102,1
2010-04-22,2,110,1
2010-04-22,2,120,1
2010-04-22,2,300,1
2010-04-22,2,588,1
2010-04-22,3,3,1
2010-04-22,3,8,1
2010-04-22,3,231,1
2010-04-22,4,12,1
2010-04-22,4,84,1
2010-04-22,4,114,1
2010-04-22,4,168,1
2010-04-22,5,120,1
2010-04-22,5,277,1
2010-04-22,5,2146,1
2010-04-22,6,106,1
2010-04-22,6,856,1
2010-04-22,7,86,1
2010-04-22,7,108,1
2010-04-22,7,134,1
2010-04-22,7,300,1
2010-04-22,8,29,1
2010-04-22,9,128,1
2010-04-22,10,24,1
2010-04-22,10,73,1
2010-04-22,10,221,1
2010-04-22,10,534,1
2010-04-22,10,576,1
2010-04-22,11,27,1
2010-04-22,11,51,1
2010-04-22,12,760,1
2010-04-22,13,143,1
2010-04-22,13,226,1
2010-04-22,14,100,1
2010-04-22,14,128,1
2010-04-22,15,153,1
2010-04-22,15,206,1
2010-04-22,15,323,1
2010-04-22,15,498,1
2010-04-22,16,118,1
2010-04-22,16,202,1
2010-04-22,16,227,1
2010-04-22,16,260,1
2010-04-22,17,85,1
2010-04-22,17,230,1
2010-04-22,18,250,1
2010-04-22,19,357,1
2010-04-22,19,632,1
2010-04-22,20,188,1
2010-04-22,21,144,1
2010-04-22,22,200,1
2010-04-22,22,292,1
2010-04-22,23,247,1
2010-04-22,24,221,1
2010-04-22,26,245,1
2010-04-22,26,556,1
2010-04-22,28,298,1
2010-04-22,29,245,1
2010-04-22,30,97,1
2010-04-22,32,189,1
2010-04-22,32,367,1
2010-04-22,36,1500,1
2010-04-22,37,519,1
2010-04-22,39,295,1
2010-04-22,40,485,1
2010-04-22,49,122,1
2010-04-22,58,616,1
2010-04-22,58,1501,1
2010-04-22,80,134,1
2010-04-22,204,345,1
2010-04-23,1,1,1
2010-04-23,1,12,1
2010-04-23,1,150,1
2010-04-23,1,516,1
2010-04-23,3,3,1
2010-04-23,4,6,1
2010-04-23,4,208,1
2010-04-23,5,18,1
2010-04-23,5,27,2
2010-04-23,5,53,1
2010-04-23,6,52,1
2010-04-23,7,24,1
2010-04-23,7,66,1
2010-04-23,8,144,1
2010-04-23,9,91,1
2010-04-23,9,112,1
2010-04-23,10,76,1
2010-04-23,10,127,1
2010-04-23,10,895,1
2010-04-23,11,58,1
2010-04-23,11,82,1
2010-04-23,12,217,1
2010-04-23,13,173,1
2010-04-23,15,233,1
2010-04-23,16,16,1
2010-04-23,16,187,1
2010-04-23,16,211,1
2010-04-23,16,354,1
2010-04-23,17,97,1
2010-04-23,17,186,1
2010-04-23,18,360,1
2010-04-23,20,56,1
2010-04-23,20,187,1
2010-04-23,20,193,1
2010-04-23,21,309,1
2010-04-23,22,208,1
2010-04-23,22,256,1
2010-04-23,22,306,1
2010-04-23,22,329,1
2010-04-23,22,339,1
2010-04-23,23,64,1
2010-04-23,23,155,1
2010-04-23,26,270,1
2010-04-23,26,288,1
2010-04-23,27,379,1
2010-04-23,28,317,1
2010-04-23,29,224,1
2010-04-23,30,86,1
2010-04-23,30,142,1
2010-04-23,30,300,1
2010-04-23,44,158,1
2010-04-23,44,206,1
2010-04-23,47,150,1
2010-04-23,51,202,1
2010-04-23,193,369,1
2010-04-25,2,160,1
2010-04-25,2,288,1
2010-04-25,4,42,1
2010-04-25,4,120,1
2010-04-25,4,222,1
2010-04-25,5,37,1
2010-04-25,5,48,1
2010-04-25,5,240,1
2010-04-25,5,338,1
2010-04-25,6,68,1
2010-04-25,7,19,1
2010-04-25,11,98,1
2010-04-25,13,91,1
2010-04-25,13,119,1
2010-04-25,15,216,1
2010-04-25,17,60,1
2010-04-25,17,147,1
2010-04-25,17,168,1
2010-04-25,18,110,1
2010-04-25,18,169,1
2010-04-25,18,206,1
2010-04-25,20,176,1
2010-04-25,21,37,1
2010-04-25,22,185,1
2010-04-25,24,47,1
2010-04-25,24,59,1
2010-04-25,24,340,1
2010-04-25,25,539,1
2010-04-25,27,77,1
2010-04-25,31,151,1
2010-04-25,32,246,1
2010-04-25,35,326,1
2010-04-25,37,56,1
2010-04-25,38,76,1
2010-04-25,39,52,1
2010-04-25,40,309,1
2010-04-25,42,364,1
2010-04-25,42,647,1
2010-04-25,47,155,1
2010-04-25,52,140,1
2010-04-25,53,165,1
2010-04-25,53,216,1
2010-04-25,56,216,1
2010-04-25,64,156,1
2010-04-25,107,389,1
2010-04-25,155,343,1
2010-04-26,1,2,1
2010-04-26,1,4,1
2010-04-26,1,10,1
2010-04-26,1,18,1
2010-04-26,1,20,1
2010-04-26,1,27,1
2010-04-26,1,192,1
2010-04-26,2,5,1
2010-04-26,2,49,1
2010-04-26,2,492,1
2010-04-26,3,3,1
2010-04-26,3,30,1
2010-04-26,3,40,1
2010-04-26,4,4,1
2010-04-26,4,84,1
2010-04-26,5,36,1
2010-04-26,5,108,1
2010-04-26,5,116,1
2010-04-26,6,6,1
2010-04-26,6,74,1
2010-04-26,6,1400,1
2010-04-26,7,70,1
2010-04-26,7,113,1
2010-04-26,8,8,1
2010-04-26,8,13,1
2010-04-26,8,14,1
2010-04-26,8,99,1
2010-04-26,8,116,1
2010-04-26,8,264,1
2010-04-26,8,313,1
2010-04-26,9,11,1
2010-04-26,9,88,1
2010-04-26,9,117,1
2010-04-26,9,146,1
2010-04-26,9,886,1
2010-04-26,10,53,1
2010-04-26,10,90,1
2010-04-26,10,100,1
2010-04-26,10,292,1
2010-04-26,10,365,1
2010-04-26,11,13,1
2010-04-26,11,14,1
2010-04-26,11,66,1
2010-04-26,11,108,1
2010-04-26,11,128,1
2010-04-26,11,3202,1
2010-04-26,12,103,1
2010-04-26,13,15,1
2010-04-26,13,16,1
2010-04-26,13,23,1
2010-04-26,13,25,1
2010-04-26,13,100,1
2010-04-26,13,114,1
2010-04-26,13,1768,1
2010-04-26,14,15,1
2010-04-26,14,123,1
2010-04-26,14,139,1
2010-04-26,14,143,1
2010-04-26,15,22,1
2010-04-26,15,30,1
2010-04-26,15,47,1
2010-04-26,15,142,1
2010-04-26,15,159,1
2010-04-26,16,37,1
2010-04-26,16,138,1
2010-04-26,16,144,1
2010-04-26,16,159,1
2010-04-26,17,20,1
2010-04-26,17,113,1
2010-04-26,17,163,1
2010-04-26,17,306,1
2010-04-26,19,25,1
2010-04-26,21,105,1
2010-04-26,21,215,1
2010-04-26,21,331,1
2010-04-26,22,50,1
2010-04-26,22,130,1
2010-04-26,26,282,1
2010-04-26,27,310,1
2010-04-26,31,414,1
2010-04-26,32,94,1
2010-04-26,32,297,1
2010-04-26,34,84,1
2010-04-26,34,135,1
2010-04-26,35,213,1
2010-04-26,36,278,1
2010-04-26,44,700,1
2010-04-26,51,127,1
2010-04-26,51,174,1
2010-04-26,51,192,1
2010-04-26,54,104,1
2010-04-26,57,93,1
2010-04-26,57,572,1
2010-04-26,64,226,1
2010-04-26,77,196,1
2010-04-26,91,249,1
2010-04-26,116,308,1
2010-04-26,123,192,1
2010-04-27,1,1,1
2010-04-27,1,16,1
2010-04-27,1,50,1
2010-04-27,1,144,1
2010-04-27,1,240,1
2010-04-27,2,2,1
2010-04-27,2,84,1
2010-04-27,2,216,1
2010-04-27,3,5,1
2010-04-27,3,20,1
2010-04-27,3,24,1
2010-04-27,3,50,1
2010-04-27,3,62,1
2010-04-27,3,72,1
2010-04-27,3,74,1
2010-04-27,3,94,1
2010-04-27,3,117,1
2010-04-27,4,292,1
2010-04-27,5,196,1
2010-04-27,6,7,1
2010-04-27,6,53,1
2010-04-27,7,7,1
2010-04-27,7,73,1
2010-04-27,7,198,1
2010-04-27,7,401,1
2010-04-27,8,113,1
2010-04-27,9,112,1
2010-04-27,11,132,1
2010-04-27,11,396,1
2010-04-27,11,692,1
2010-04-27,12,69,1
2010-04-27,12,625,1
2010-04-27,12,2140,1
2010-04-27,13,293,1
2010-04-27,13,400,1
2010-04-27,14,33,1
2010-04-27,14,68,1
2010-04-27,14,175,1
2010-04-27,14,186,1
2010-04-27,15,139,1
2010-04-27,15,161,1
2010-04-27,16,300,1
2010-04-27,17,171,1
2010-04-27,18,106,1
2010-04-27,18,317,1
2010-04-27,20,178,1
2010-04-27,20,1664,1
2010-04-27,21,164,1
2010-04-27,21,197,1
2010-04-27,21,200,1
2010-04-27,21,324,1
2010-04-27,23,64,1
2010-04-27,23,69,1
2010-04-27,24,333,1
2010-04-27,25,93,1
2010-04-27,25,283,1
2010-04-27,25,1651,1
2010-04-27,26,246,1
2010-04-27,27,198,1
2010-04-27,27,283,1
2010-04-27,27,333,1
2010-04-27,28,225,1
2010-04-27,29,228,1
2010-04-27,31,397,1
2010-04-27,32,1198,1
2010-04-27,33,327,1
2010-04-27,34,74,1
2010-04-27,35,295,1
2010-04-27,36,509,1
2010-04-27,37,75,1
2010-04-27,38,317,1
2010-04-27,39,792,1
2010-04-27,40,527,1
2010-04-27,45,227,1
2010-04-27,49,416,1
2010-04-27,53,185,1
2010-04-27,53,992,1
2010-04-27,58,766,1
2010-04-27,236,598,1
2010-04-28,1,1,1
2010-04-28,1,6,1
2010-04-28,1,10,1
2010-04-28,1,20,1
2010-04-28,1,60,1
2010-04-28,1,720,1
2010-04-28,2,2,1
2010-04-28,2,12,1
2010-04-28,2,120,1
2010-04-28,2,300,1
2010-04-28,3,36,1
2010-04-28,4,133,1
2010-04-28,4,149,1
2010-04-28,4,324,1
2010-04-28,5,44,1
2010-04-28,6,60,1
2010-04-28,6,67,1
2010-04-28,6,214,1
2010-04-28,7,496,1
2010-04-28,8,63,1
2010-04-28,8,92,1
2010-04-28,9,60,1
2010-04-28,10,62,1
2010-04-28,10,120,1
2010-04-28,10,232,1
2010-04-28,11,231,1
2010-04-28,11,354,1
2010-04-28,12,587,1
2010-04-28,13,71,1
2010-04-28,13,132,1
2010-04-28,13,152,1
2010-04-28,13,1456,1
2010-04-28,14,91,1
2010-04-28,15,93,1
2010-04-28,15,108,1
2010-04-28,17,44,1
2010-04-28,17,86,1
2010-04-28,17,110,1
2010-04-28,17,178,1
2010-04-28,17,200,1
2010-04-28,18,20,1
2010-04-28,18,78,1
2010-04-28,18,417,1
2010-04-28,19,56,1
2010-04-28,19,248,1
2010-04-28,20,176,1
2010-04-28,20,191,1
2010-04-28,20,212,1
2010-04-28,20,290,1
2010-04-28,22,62,1
2010-04-28,22,242,1
2010-04-28,27,228,1
2010-04-28,28,275,1
2010-04-28,29,210,1
2010-04-28,30,258,1
2010-04-28,31,406,1
2010-04-28,32,100,1
2010-04-28,33,293,1
2010-04-28,33,453,1
2010-04-28,36,377,1
2010-04-28,43,187,1
2010-04-28,45,564,1
2010-04-28,51,836,1
2010-04-28,52,524,1
2010-04-28,54,151,1
2010-04-28,55,800,1
2010-04-28,57,945,1
2010-04-28,58,199,1
2010-04-28,61,149,1
2010-04-28,63,455,1
2010-04-28,97,466,1
2010-04-28,131,2003,1
2010-04-28,177,299,1
2010-04-29,1,1,1
2010-04-29,1,32,1
2010-04-29,1,48,1
2010-04-29,2,2,1
2010-04-29,2,39,1
2010-04-29,2,46,1
2010-04-29,2,300,1
2010-04-29,3,3,2
2010-04-29,3,7,1
2010-04-29,3,38,1
2010-04-29,3,66,1
2010-04-29,4,4,1
2010-04-29,4,7,1
2010-04-29,4,22,1
2010-04-29,4,253,1
2010-04-29,4,426,1
2010-04-29,5,44,1
2010-04-29,5,986,1
2010-04-29,6,46,1
2010-04-29,6,57,1
2010-04-29,6,87,1
2010-04-29,7,64,1
2010-04-29,7,74,1
2010-04-29,8,25,1
2010-04-29,8,76,1
2010-04-29,9,92,1
2010-04-29,9,132,1
2010-04-29,10,107,1
2010-04-29,10,116,1
2010-04-29,11,53,1
2010-04-29,11,251,1
2010-04-29,12,148,1
2010-04-29,13,25,1
2010-04-29,13,41,1
2010-04-29,13,103,1
2010-04-29,14,59,1
2010-04-29,14,152,1
2010-04-29,14,466,1
2010-04-29,15,107,1
2010-04-29,15,116,1
2010-04-29,15,172,1
2010-04-29,15,243,1
2010-04-29,16,185,1
2010-04-29,17,425,1
2010-04-29,18,93,1
2010-04-29,18,102,1
2010-04-29,18,126,1
2010-04-29,18,244,1
2010-04-29,19,118,1
2010-04-29,19,148,1
2010-04-29,20,27,1
2010-04-29,20,181,1
2010-04-29,20,194,1
2010-04-29,21,48,1
2010-04-29,21,393,1
2010-04-29,22,237,1
2010-04-29,22,240,1
2010-04-29,23,109,1
2010-04-29,23,231,1
2010-04-29,23,250,1
2010-04-29,24,428,1
2010-04-29,25,202,1
2010-04-29,25,304,1
2010-04-29,27,232,1
2010-04-29,28,369,1
2010-04-29,40,570,1
2010-04-29,40,636,1
2010-04-29,41,739,1
2010-04-29,42,117,1
2010-04-29,42,425,1
2010-04-29,43,446,1
2010-04-29,46,473,1
2010-04-29,47,835,1
2010-04-29,48,361,1
2010-04-29,53,244,1
2010-04-29,53,462,1
2010-04-29,58,199,1
2010-04-29,71,177,1
2010-04-29,75,279,1
2010-04-29,95,282,1
2010-04-29,101,421,1
2010-04-29,133,290,1
2010-04-29,181,360,1
2010-04-30,1,1,1
2010-04-30,1,36,1
2010-04-30,1,100,1
2010-04-30,1,240,1
2010-04-30,1,300,1
2010-04-30,2,7,1
2010-04-30,2,9,1
2010-04-30,2,96,1
2010-04-30,2,140,1
2010-04-30,2,3601,1
2010-04-30,3,62,1
2010-04-30,4,29,1
2010-04-30,5,72,1
2010-04-30,6,15,1
2010-04-30,6,21,1
2010-04-30,6,60,1
2010-04-30,7,50,1
2010-04-30,9,83,1
2010-04-30,11,284,1
2010-04-30,12,240,1
2010-04-30,12,1536,1
2010-04-30,14,6384,1
2010-04-30,15,426,1
2010-04-30,16,191,1
2010-04-30,18,45,1
2010-04-30,18,137,1
2010-04-30,18,147,1
2010-04-30,21,386,1
2010-04-30,22,104,1
2010-04-30,22,222,1
2010-04-30,24,235,1
2010-04-30,27,85,1
2010-04-30,27,246,1
2010-04-30,27,250,1
2010-04-30,27,270,1
2010-04-30,27,371,1
2010-04-30,28,47,1
2010-04-30,36,798,1
2010-04-30,36,850,1
2010-04-30,46,486,1
2010-04-30,47,413,1
2010-04-30,48,76,1
2010-04-30,49,86,1
2010-04-30,50,786,1
2010-04-30,58,343,1
2010-04-30,61,170,1
2010-04-30,69,169,1
2010-04-30,115,198,1
2010-04-30,162,445,1
2010-05-02,1,4,1
2010-05-02,1,16,1
2010-05-02,2,450,1
2010-05-02,3,72,1
2010-05-02,3,84,1
2010-05-02,5,35,1
2010-05-02,6,60,1
2010-05-02,6,130,1
2010-05-02,7,49,1
2010-05-02,7,51,1
2010-05-02,8,76,1
2010-05-02,9,70,1
2010-05-02,9,87,1
2010-05-02,9,114,1
2010-05-02,10,92,1
2010-05-02,10,170,1
2010-05-02,11,94,1
2010-05-02,11,106,1
2010-05-02,11,160,1
2010-05-02,14,58,1
2010-05-02,14,288,1
2010-05-02,16,153,1
2010-05-02,19,41,1
2010-05-02,19,84,1
2010-05-02,19,132,1
2010-05-02,20,122,1
2010-05-02,21,302,1
2010-05-02,23,127,1
2010-05-02,23,448,1
2010-05-02,24,294,1
2010-05-02,30,67,1
2010-05-02,30,91,1
2010-05-02,32,66,1
2010-05-02,32,234,1
2010-05-02,42,631,1
2010-05-02,46,59,1
2010-05-02,51,90,1
2010-05-02,51,127,1
2010-05-02,74,726,1
2010-05-02,109,244,1
2010-05-04,1,1,2
2010-05-04,1,10,1
2010-05-04,1,15,1
2010-05-04,1,64,1
2010-05-04,1,70,1
2010-05-04,1,72,1
2010-05-04,1,560,1
2010-05-04,3,12,1
2010-05-04,3,26,1
2010-05-04,4,13,1
2010-05-04,5,49,1
2010-05-04,10,42,1
2010-05-04,10,172,1
2010-05-04,11,154,1
2010-05-04,12,87,1
2010-05-04,12,109,1
2010-05-04,12,180,1
2010-05-04,13,142,1
2010-05-04,13,498,1
2010-05-04,15,153,1
2010-05-04,16,105,1
2010-05-04,17,179,1
2010-05-04,18,153,1
2010-05-04,18,376,1
2010-05-04,19,75,1
2010-05-04,20,112,1
2010-05-04,20,127,1
2010-05-04,20,173,1
2010-05-04,22,200,1
2010-05-04,22,261,1
2010-05-04,22,1015,1
2010-05-04,23,38,1
2010-05-04,23,180,1
2010-05-04,23,198,1
2010-05-04,24,195,1
2010-05-04,25,278,1
2010-05-04,27,328,1
2010-05-04,27,359,1
2010-05-04,29,290,1
2010-05-04,30,490,1
2010-05-04,31,65,1
2010-05-04,33,452,1
2010-05-04,39,299,1
2010-05-04,40,155,1
2010-05-04,47,705,1
2010-05-04,49,425,1
2010-05-04,52,434,1
2010-05-04,114,167,1
2010-05-04,123,521,1
2010-05-04,138,259,1
2010-05-04,142,261,1
2010-05-05,1,1,1
2010-05-05,1,2,1
2010-05-05,1,4,1
2010-05-05,1,6,1
2010-05-05,1,10,1
2010-05-05,1,720,1
2010-05-05,2,2,1
2010-05-05,2,18,1
2010-05-05,2,144,1
2010-05-05,2,156,1
2010-05-05,4,28,1
2010-05-05,4,46,1
2010-05-05,4,57,2
2010-05-05,4,66,1
2010-05-05,4,96,1
2010-05-05,4,102,1
2010-05-05,4,133,1
2010-05-05,4,432,1
2010-05-05,4,984,1
2010-05-05,5,33,1
2010-05-05,6,38,1
2010-05-05,6,49,1
2010-05-05,6,50,1
2010-05-05,6,52,1
2010-05-05,7,8,1
2010-05-05,7,47,1
2010-05-05,7,204,1
2010-05-05,8,15,1
2010-05-05,8,34,1
2010-05-05,8,118,1
2010-05-05,9,117,1
2010-05-05,9,218,1
2010-05-05,9,706,1
2010-05-05,10,14,1
2010-05-05,10,17,1
2010-05-05,10,201,1
2010-05-05,11,84,1
2010-05-05,12,13,1
2010-05-05,12,39,1
2010-05-05,12,106,1
2010-05-05,12,123,1
2010-05-05,12,139,1
2010-05-05,12,144,1
2010-05-05,13,17,1
2010-05-05,13,56,1
2010-05-05,13,154,1
2010-05-05,14,18,1
2010-05-05,14,48,1
