reason,code,description,rows
missing_description_review,90200C,None,1
missing_description_review,84247K,None,1
missing_description_review,79302M,None,1
missing_description_review,21484,None,1
missing_description_review,84029G,None,1
missing_description_review,21555,None,1
missing_description_review,85185B,None,1
missing_description_review,85096,None,1
missing_description_review,22272,None,1
missing_description_review,77101A,None,1
missing_description_review,22838,None,1
missing_description_review,85206A,None,1
missing_description_review,21717,None,1
missing_description_review,21826,None,1
missing_description_review,22764,None,1
missing_description_review,84968B,None,1
missing_description_review,85025C,None,1
missing_description_review,21393,None,1
missing_description_review,71038,None,1
missing_description_review,47593A,None,1
missing_description_review,10002,None,1
missing_description_review,20702,None,1
missing_description_review,15030,None,1
missing_description_review,90010A,None,1
missing_description_review,90082B,None,1
missing_description_review,84596E,None,1
missing_description_review,72800D,None,1
missing_description_review,72801G,None,1
missing_description_review,84507B,None,1
missing_description_review,84741C,None,1
missing_description_review,21279,None,1
missing_description_review,21278,None,1
missing_description_review,82494L,None,1
missing_description_review,20760,None,1
missing_description_review,21664,None,1
missing_description_review,84247L,None,1
missing_description_review,44265,None,1
missing_description_review,20748,None,1
missing_description_review,84858C,None,1
missing_description_review,84857C,None,1
missing_description_review,62043B,None,1
missing_description_review,85146,None,1
missing_description_review,22168,None,1
missing_description_review,21527,None,1
missing_description_review,22847,None,1
missing_description_review,35915C,None,1
missing_description_review,84388,None,1
missing_description_review,85027L,None,1
missing_description_review,22867,None,1
missing_description_review,20941,None,1
missing_description_review,85200,None,1
missing_description_review,85145,None,1
missing_description_review,22632,None,1
missing_description_review,85008,None,1
missing_description_review,22777,None,1
missing_description_review,82483,None,1
missing_description_review,21897,None,1
missing_description_review,22459,None,1
missing_description_review,85099F,None,1
missing_description_review,16015,None,1
missing_description_review,22173,None,1
missing_description_review,21269,None,1
missing_description_review,84539,None,1
missing_description_review,21355,None,1
missing_description_review,18098C,None,1
missing_description_review,84685,None,1
missing_description_review,47589,None,1
missing_description_review,20778,None,1
missing_description_review,20851,None,1
missing_description_review,22202,None,1
missing_description_review,84596J,None,1
missing_description_review,20964,None,1
missing_description_review,22726,None,1
missing_description_review,21143,None,1
missing_description_review,22078,None,1
missing_description_review,82599,None,1
missing_description_review,84760S,None,1
missing_description_review,23444,None,1
missing_description_review,20886,None,1
missing_description_review,20966,None,1
missing_description_review,84313C,None,1
missing_description_review,20664,None,1
missing_description_review,85016,None,1
missing_description_review,16049,None,1
missing_description_review,20801,None,1
missing_description_review,21904,None,1
missing_description_review,84917,None,1
missing_description_review,84796B,None,1
missing_description_review,47021G,None,1
missing_description_review,22783,None,1
nonstandard_code_review,gift_0001_20,to push order througha s stock was ,1
missing_description_review,85141,None,1
missing_description_review,21937,None,1
missing_description_review,84387A,None,1
missing_description_review,47013C,None,1
missing_description_review,23574,None,1
missing_description_review,84857B,None,1
missing_description_review,20716,None,1
missing_description_review,23283,None,1
missing_description_review,21763,None,1
missing_description_review,79337,None,1
missing_description_review,21578,None,1
missing_description_review,21635,None,1
missing_description_review,21069,None,1
missing_description_review,84925F,None,1
missing_description_review,21472,None,1
missing_description_review,22088,None,1
missing_description_review,85086A,None,1
missing_description_review,22034,None,1
missing_description_review,21686,None,1
missing_description_review,35819P,None,1
missing_description_review,84789,None,1
missing_description_review,81952B,None,1
missing_description_review,21294,None,1
missing_description_review,84595E,None,1
missing_description_review,40046A,None,1
missing_description_review,21275,None,1
missing_description_review,21609,None,1
missing_description_review,72709,None,1
missing_description_review,22722,None,1
missing_description_review,21147,None,1
missing_description_review,21359,None,1
missing_description_review,22194,None,1
missing_description_review,21658,None,1
missing_description_review,85152,None,1
missing_description_review,85107,None,1
missing_description_review,85106,None,1
missing_description_review,20684,None,1
missing_description_review,21673,None,1
missing_description_review,22157,None,1
missing_description_review,16046,None,1
missing_description_review,21662,None,1
missing_description_review,23175,None,1
missing_description_review,21257,None,1
missing_description_review,85032D,None,1
missing_description_review,37342,None,1
missing_description_review,21682,None,1
missing_description_review,84989A,None,1
missing_description_review,47570B,None,1
missing_description_review,84660C,None,1
missing_description_review,22050,None,1
missing_description_review,23135,None,1
missing_description_review,35592T,None,1
missing_description_review,35598A,None,1
missing_description_review,35911A,None,1
missing_description_review,21830,None,1
missing_description_review,21349,None,1
missing_description_review,84660A,None,1
missing_description_review,20984,None,1
missing_description_review,21586,None,1
missing_description_review,21587,None,1
missing_description_review,37370,None,1
missing_description_review,84849D,None,1
missing_description_review,90209B,None,1
missing_description_review,47504K,None,1
missing_description_review,35933,None,1
missing_description_review,21244,None,1
missing_description_review,21918,None,1
missing_description_review,21311,None,1
missing_description_review,84596G,None,1
missing_description_review,21190,None,1
missing_description_review,46775D,None,1
missing_description_review,23702,None,1
missing_description_review,22149,None,1
missing_description_review,22729,None,1
missing_description_review,21801,None,1
missing_description_review,85211,None,1
missing_description_review,37327,None,1
missing_description_review,79030D,None,1
missing_description_review,35810B,None,1
missing_description_review,72818,None,1
missing_description_review,23400,None,1
missing_description_review,21071,None,1
missing_description_review,21174,None,1
missing_description_review,85017B,None,1
missing_description_review,22827,None,1
missing_description_review,21054,None,1
missing_description_review,72802C,None,1
missing_description_review,85125,None,1
missing_description_review,15060B,None,1
missing_description_review,37489A,None,1
missing_description_review,85135B,None,1
missing_description_review,22606,None,1
missing_description_review,22568,None,1
missing_description_review,23541,None,1
missing_description_review,22943,None,1
missing_description_review,21811,None,1
missing_description_review,22810,None,1
missing_description_review,21927,None,1
missing_description_review,22947,None,1
missing_description_review,22696,None,1
missing_description_review,21804,None,1
missing_description_review,21808,None,1
missing_description_review,21803,None,1
missing_description_review,23406,None,1
missing_description_review,21620,None,1
missing_description_review,85175,None,1
