recording_id,person_id,session,box,scenario,item_count,station_seconds_excluding_picking,picking_seconds,nonwork_or_error_seconds,elapsed_seconds,gap_seconds,missing_core_labels,incident_count,annotation_event_count,annotation_categories,review_flags,screen_pass
U0106,U0106,S0300,17,S1,1,78.593,7.909,0.0,86.502,0.0,,0,9,Additional;Confused;Struggling,,True
U0106,U0106,S0300,18,S1,3,117.292,10.484,0.0,132.129,4.353,,1,8,Additional;Investigation;Recovery;Struggling,incident_or_recovery_overlap,False
U0106,U0106,S0300,19,S1,3,122.9,11.269,0.0,134.169,0.0,,1,11,Additional;Confused;Investigation;Recovery;Struggling,incident_or_recovery_overlap,False
U0106,U0106,S0300,20,S1,1,110.7,10.6,0.0,121.3,0.0,,0,10,Additional;Confused;Parallel;Struggling,,True
U0106,U0106,S0400,1,S1,2,87.552,9.17,0.0,96.722,0.0,,0,4,Additional;Struggling,,True
U0106,U0106,S0400,2,S1,1,85.058,8.082,0.0,93.14,0.0,,1,8,Additional;Investigation;Parallel;Recovery,incident_or_recovery_overlap,False
U0106,U0106,S0400,3,S1,3,120.443,9.663,0.0,130.106,0.0,,1,8,Additional;Confused;Investigation;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0106,U0106,S0400,4,S1,3,126.89,9.806,0.0,136.696,0.0,,1,12,Additional;Confused;Investigation;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0106,U0106,S0400,5,S1,1,103.2,8.334,0.0,111.534,0.0,,0,7,Additional;Investigation;Struggling,,True
U0106,U0106,S0400,6,S1,3,129.11,11.216,0.0,140.326,0.0,,0,8,Additional;Investigation;Struggling,,True
U0106,U0106,S0400,7,S1,1,77.743,6.868,0.0,84.611,0.0,,0,6,Additional;Confused;Struggling,,True
U0106,U0106,S0400,8,S1,1,78.528,7.457,0.0,85.985,0.0,,0,4,Additional;Struggling,,True
U0106,U0106,S0400,9,S1,1,84.133,7.526,0.0,91.659,0.0,,0,5,Additional;Struggling,,True
U0106,U0106,S0400,10,S1,1,80.934,10.831,0.0,91.765,0.0,,0,5,Additional;Parallel;Struggling,,True
U0106,U0106,S0400,11,S1,1,96.257,8.859,0.0,105.116,0.0,,1,7,Additional;Confused;Incident;Parallel;Struggling,incident_or_recovery_overlap,False
U0106,U0106,S0400,12,S1,1,93.062,8.453,0.0,101.515,0.0,,2,8,Additional;Incident;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0106,U0106,S0400,13,S1,1,90.606,8.637,0.0,99.243,0.0,,0,5,Additional;Confused;Parallel,,True
U0106,U0106,S0400,14,S1,1,82.365,7.173,0.0,89.538,0.0,,0,4,Additional;Parallel,,True
U0106,U0106,S0400,15,S1,1,93.892,8.99,0.0,102.882,0.0,,0,6,Additional;Confused;Investigation;Struggling,,True
U0106,U0106,S0400,16,S1,1,77.073,7.848,0.0,84.921,0.0,,0,6,Additional;Parallel;Struggling,,True
U0106,U0106,S0400,17,S1,5,136.595,9.278,0.0,145.873,0.0,,4,12,Additional;Incident;Recovery;Struggling,incident_or_recovery_overlap,False
U0106,U0106,S0400,18,S1,5,128.508,9.75,0.0,138.258,0.0,,0,7,Additional;Confused;Struggling,,True
U0106,U0106,S0400,19,S1,5,139.418,11.048,0.0,150.466,0.0,,0,9,Additional;Confused;Struggling,,True
U0106,U0106,S0400,20,S1,1,97.382,8.937,0.0,106.319,0.0,,0,8,Additional;Confused;Parallel;Struggling,,True
U0106,U0106,S0500,1,S1,3,113.31,12.775,0.0,126.085,0.0,,0,8,Additional;Parallel;Struggling,,True
U0106,U0106,S0500,2,S1,2,108.903,7.205,0.0,116.108,0.0,,0,9,Additional;Confused;Struggling,,True
U0106,U0106,S0500,3,S1,1,71.915,7.023,0.0,78.938,0.0,,0,6,Additional;Parallel,,True
U0106,U0106,S0500,4,S1,3,104.551,9.734,0.0,114.285,0.0,,0,10,Additional;Confused;Struggling,,True
U0106,U0106,S0500,5,S1,2,95.34,9.23,0.0,104.57,0.0,,1,9,Additional;Recovery;Struggling,incident_or_recovery_overlap,False
U0106,U0106,S0500,6,S1,3,113.3,10.213,0.0,123.513,0.0,,0,6,Additional;Confused;Investigation;Struggling,,True
U0106,U0106,S0500,7,S1,1,83.494,6.906,0.0,90.4,0.0,,2,7,Additional;Confused;Incident;Recovery;Struggling,incident_or_recovery_overlap,False
U0106,U0106,S0500,8,S1,1,71.733,7.093,0.0,78.826,0.0,,0,3,Additional;Struggling,,True
U0106,U0106,S0500,9,S1,1,86.96,9.174,0.0,96.134,0.0,,0,8,Additional;Investigation;Parallel;Struggling,,True
U0106,U0106,S0500,10,S1,1,94.167,7.343,0.0,101.51,0.0,,0,8,Additional;Confused;Parallel;Struggling,,True
U0107,U0107,S0100,1,S1,3,147.216,16.073,0.0,163.289,0.0,,2,4,Additional;Incident,incident_or_recovery_overlap,False
U0107,U0107,S0100,2,S1,3,152.836,17.627,0.0,170.463,0.0,,0,3,Additional;Parallel,,True
U0107,U0107,S0100,3,S1,1,98.931,10.449,0.0,109.38,0.0,,0,2,Additional;Parallel,,True
U0107,U0107,S0100,4,S1,3,140.608,17.766,0.0,158.374,0.0,,0,2,Additional,,True
U0107,U0107,S0100,5,S1,2,115.209,13.953,0.0,129.162,0.0,,0,2,Additional;Struggling,,True
U0107,U0107,S0100,6,S1,2,104.666,10.383,0.0,115.049,0.0,,0,2,Additional;Confused,,True
U0107,U0107,S0100,7,S1,1,90.737,7.697,0.0,98.434,0.0,,0,2,Additional,,True
U0107,U0107,S0100,8,S1,1,82.937,8.077,0.0,91.014,0.0,,0,2,Additional,,True
U0107,U0107,S0100,9,S1,1,86.939,7.546,0.0,94.485,0.0,,0,0,,,True
U0107,U0107,S0100,10,S1,1,105.613,8.783,0.0,114.396,0.0,,0,2,Additional;Parallel,,True
U0107,U0107,S0100,11,S1,1,85.244,10.803,0.0,96.047,0.0,,0,1,Additional,,True
U0107,U0107,S0100,12,S1,1,82.982,7.945,0.0,90.927,0.0,,0,1,Additional,,True
U0107,U0107,S0100,13,S1,1,88.654,10.038,0.0,98.692,-0.0,,0,2,Additional,,True
U0107,U0107,S0100,14,S1,1,95.012,9.855,0.0,109.278,4.411,,0,2,Additional,,True
U0107,U0107,S0100,15,S1,1,89.334,7.97,0.0,97.304,0.0,,0,2,Additional;Confused,,True
U0107,U0107,S0100,16,S1,1,96.079,11.81,0.0,107.889,0.0,,0,3,Additional,,True
U0107,U0107,S0100,17,S1,1,90.274,8.95,0.0,106.805,7.581,,0,2,Additional,,True
U0107,U0107,S0100,18,S1,1,77.814,9.383,0.0,87.197,0.0,,0,2,Additional;Parallel,,True
U0107,U0107,S0100,19,S1,1,86.429,7.491,0.0,93.92,0.0,,0,2,Investigation;Parallel,,True
U0107,U0107,S0100,20,S1,1,108.777,6.377,0.0,115.154,0.0,,0,4,Additional;Struggling,,True
U0107,U0107,S0200,1,S1,1,87.604,9.868,0.0,97.472,0.0,,0,1,Additional,,True
U0107,U0107,S0200,2,S1,4,136.911,21.649,0.0,158.56,0.0,,0,2,Additional,,True
U0107,U0107,S0200,3,S1,1,89.082,8.54,0.0,97.622,0.0,,1,3,Additional;Incident,incident_or_recovery_overlap,False
U0107,U0107,S0200,4,S1,1,107.056,13.155,0.0,120.211,0.0,,0,3,Additional;Struggling,,True
U0107,U0107,S0200,5,S1,2,100.713,12.154,0.0,112.867,0.0,,0,3,Additional;Struggling,,True
U0107,U0107,S0200,6,S1,2,91.432,8.453,0.0,99.885,0.0,,0,2,Additional;Parallel,,True
U0107,U0107,S0200,7,S1,1,90.113,8.54,0.0,98.653,0.0,,0,3,Additional;Confused;Parallel,,True
U0107,U0107,S0200,8,S1,1,80.204,10.158,0.0,90.362,0.0,,0,1,Additional,,True
U0107,U0107,S0200,9,S1,1,78.754,8.405,0.0,87.159,0.0,,0,4,Additional;Parallel,,True
U0107,U0107,S0200,10,S1,3,144.144,12.11,0.0,156.254,0.0,,0,5,Additional;Parallel;Struggling,,True
U0107,U0107,S0200,11,S1,1,82.699,9.413,0.0,92.112,0.0,,0,1,Additional,,True
U0107,U0107,S0200,12,S1,1,95.765,11.636,0.0,107.401,0.0,,0,2,Additional,,True
U0107,U0107,S0200,13,S1,3,111.675,13.672,0.0,130.632,5.285,,0,1,Additional,,True
U0107,U0107,S0200,14,S1,1,92.18,10.053,0.0,102.233,0.0,,0,2,Additional,,True
U0107,U0107,S0200,15,S1,1,79.031,11.843,0.0,90.874,0.0,,0,1,Additional,,True
U0107,U0107,S0200,16,S1,2,102.22,10.604,0.0,112.824,0.0,,0,2,Additional,,True
U0107,U0107,S0200,17,S1,1,85.607,11.843,0.0,97.45,0.0,,0,2,Additional,,True
U0107,U0107,S0200,18,S1,1,90.946,12.654,0.0,103.6,0.0,,0,2,Additional,,True
U0107,U0107,S0200,19,S1,1,78.565,9.79,0.0,88.355,0.0,,0,1,Parallel,,True
U0107,U0107,S0200,20,S1,1,78.303,6.343,0.0,84.646,0.0,,0,2,Additional;Parallel,,True
U0107,U0107,S0300,1,S1,1,109.706,9.609,0.0,119.315,0.0,,2,2,Incident;Recovery,incident_or_recovery_overlap,False
U0107,U0107,S0300,2,S1,1,84.795,10.248,0.0,95.043,0.0,,0,1,Additional,,True
U0107,U0107,S0300,3,S1,1,83.218,9.411,0.0,92.629,0.0,,0,2,Additional;Investigation,,True
U0107,U0107,S0300,4,S1,1,81.134,8.212,0.0,89.346,0.0,,0,2,Additional,,True
U0107,U0107,S0300,5,S1,1,83.854,11.039,0.0,94.893,0.0,,0,2,Additional,,True
U0107,U0107,S0300,6,S1,1,80.882,8.728,0.0,89.61,0.0,,0,2,Additional,,True
U0107,U0107,S0300,7,S1,1,84.554,8.919,0.0,93.473,0.0,,0,2,Additional,,True
U0107,U0107,S0300,8,S1,1,82.817,8.869,0.0,91.686,0.0,,0,3,Additional,,True
U0107,U0107,S0300,9,S1,1,73.585,6.652,3.227,83.464,0.0,,0,1,Additional,nonwork_or_error_label,False
U0107,U0107,S0300,10,S1,2,81.628,3.771,8.487,93.886,0.0,,0,1,Additional,nonwork_or_error_label,False
U0107,U0107,S0300,11,S1,1,89.261,3.505,10.589,103.355,0.0,,0,4,Additional;Confused;Parallel,nonwork_or_error_label,False
U0107,U0107,S0300,12,S1,1,74.793,3.122,9.371,87.286,0.0,,1,2,Additional;Recovery,incident_or_recovery_overlap;nonwork_or_error_label,False
U0107,U0107,S0300,13,S1,1,69.682,2.619,9.813,82.114,0.0,,0,1,Additional,nonwork_or_error_label,False
U0107,U0107,S0300,14,S1,1,76.674,3.026,8.669,88.369,0.0,,0,0,,nonwork_or_error_label,False
U0107,U0107,S0300,15,S1,1,84.53,4.551,9.789,98.87,0.0,,0,2,Additional,nonwork_or_error_label,False
U0107,U0107,S0300,16,S1,1,79.852,4.169,8.848,92.869,0.0,,0,2,Additional,nonwork_or_error_label,False
U0107,U0107,S0300,17,S1,3,105.223,3.585,13.779,122.587,0.0,,0,1,Additional,nonwork_or_error_label,False
U0107,U0107,S0300,18,S1,1,68.233,5.567,9.357,83.157,0.0,,0,2,Additional,nonwork_or_error_label,False
U0107,U0107,S0300,19,S1,1,95.616,2.771,9.889,111.047,2.771,,2,6,Additional;Incident;Investigation;Recovery,incident_or_recovery_overlap;nonwork_or_error_label,False
U0107,U0107,S0300,20,S1,1,73.649,2.085,7.83,83.564,-0.0,,0,3,Additional,nonwork_or_error_label,False
U0107,U0107,S0400,1,S1,1,68.609,10.877,0.0,79.486,0.0,,0,1,Additional,,True
U0107,U0107,S0400,2,S1,1,67.64,11.513,0.0,79.153,0.0,,0,1,Additional,,True
U0107,U0107,S0400,3,S1,1,72.157,11.077,0.0,83.234,-0.0,,0,2,Additional;Confused,,True
U0107,U0107,S0400,4,S1,1,73.148,11.811,0.0,84.959,0.0,,0,2,Additional,,True
U0107,U0107,S0400,5,S1,2,81.463,14.185,0.0,95.648,0.0,,0,2,Additional,,True
U0107,U0107,S0400,6,S1,1,75.339,11.977,0.0,87.316,0.0,,0,3,Additional,,True
U0107,U0107,S0400,7,S1,1,68.941,11.937,0.0,80.878,0.0,,0,2,Additional,,True
U0107,U0107,S0400,8,S1,1,65.09,9.644,0.0,74.734,0.0,,0,2,Additional,,True
U0107,U0107,S0400,9,S1,1,72.246,10.22,0.0,86.727,4.261,,0,2,Additional,,True
U0107,U0107,S0400,10,S1,2,91.311,11.995,0.0,103.306,0.0,,0,2,Additional,,True
U0107,U0107,S0400,11,S1,1,64.471,12.241,0.0,76.712,0.0,,0,2,Additional,,True
U0107,U0107,S0400,12,S1,1,64.142,10.382,0.0,74.524,0.0,,0,1,Additional,,True
U0107,U0107,S0400,13,S1,1,73.118,11.631,0.0,84.749,0.0,,0,2,Additional,,True
U0107,U0107,S0400,14,S1,3,99.977,14.522,0.0,114.499,0.0,,0,2,Additional,,True
U0107,U0107,S0400,15,S1,5,120.391,16.959,0.0,137.35,0.0,,0,2,Additional;Parallel,,True
U0107,U0107,S0400,16,S1,1,66.742,11.61,0.0,78.352,0.0,,0,1,Additional,,True
U0107,U0107,S0400,17,S1,1,74.868,10.622,0.0,85.49,0.0,,0,2,Additional,,True
U0107,U0107,S0400,18,S1,4,105.032,19.037,0.0,124.069,0.0,,0,2,Additional,,True
U0107,U0107,S0400,19,S1,3,91.636,14.363,0.0,105.999,0.0,,0,2,Additional,,True
U0107,U0107,S0400,20,S1,1,73.88,8.468,0.0,82.348,0.0,,0,2,Additional,,True
U0107,U0107,S0500,1,S1,3,86.926,16.011,0.0,102.937,0.0,,1,3,Additional;Incident,incident_or_recovery_overlap,False
U0107,U0107,S0500,2,S1,1,72.591,11.643,0.0,84.234,0.0,,0,2,Additional,,True
U0107,U0107,S0500,3,S1,1,70.957,15.263,0.0,86.22,0.0,,0,2,Additional,,True
U0107,U0107,S0500,4,S1,3,91.88,16.027,0.0,107.907,0.0,,0,2,Additional,,True
U0107,U0107,S0500,5,S1,2,77.638,14.149,0.0,91.787,0.0,,0,2,Additional,,True
U0107,U0107,S0500,6,S1,3,99.455,18.037,0.0,117.492,0.0,,0,2,Additional,,True
U0107,U0107,S0500,7,S1,1,75.147,12.331,0.0,87.478,0.0,,2,4,Additional;Incident;Recovery,incident_or_recovery_overlap,False
U0107,U0107,S0500,8,S1,2,71.727,11.637,0.0,83.364,0.0,,0,2,Additional,,True
U0107,U0107,S0500,9,S1,1,64.499,10.779,0.0,75.278,0.0,,0,1,Additional,,True
U0107,U0107,S0500,10,S1,3,80.372,12.19,0.0,92.562,0.0,,0,3,Additional;Struggling,,True
U0107,U0107,S0500,11,S1,1,70.343,11.713,0.0,82.056,0.0,,0,3,Additional;Struggling,,True
U0107,U0107,S0500,12,S1,2,69.846,13.42,0.0,83.266,0.0,,0,1,Additional,,True
U0107,U0107,S0500,13,S1,1,62.055,10.658,0.0,72.713,0.0,,0,3,Additional,,True
U0107,U0107,S0500,14,S1,2,71.109,12.448,0.0,83.557,0.0,,0,2,Additional,,True
U0107,U0107,S0500,15,S1,1,62.6,11.516,0.0,74.116,0.0,,0,2,Additional,,True
U0107,U0107,S0500,16,S1,1,73.905,15.51,0.0,89.415,0.0,,0,4,Additional;Confused;Investigation,,True
U0107,U0107,S0500,17,S1,1,60.752,10.446,0.0,71.198,-0.0,,0,2,Additional,,True
U0107,U0107,S0500,18,S1,2,81.607,11.81,0.0,93.417,0.0,,0,1,Additional,,True
U0107,U0107,S0500,19,S1,3,78.834,11.206,0.0,90.04,0.0,,1,4,Additional;Incident,incident_or_recovery_overlap,False
U0107,U0107,S0500,20,S1,5,130.429,10.636,0.0,141.065,0.0,,0,4,Additional;Struggling,,True
U0108,U0108,S0100,1,S1,2,98.933,15.602,0.0,159.999,45.464,,0,3,Additional;Investigation,,True
U0108,U0108,S0100,2,S1,3,104.169,13.593,0.0,117.762,0.0,,0,2,Additional,,True
U0108,U0108,S0100,3,S1,2,89.107,11.373,0.0,100.48,0.0,,0,2,Additional,,True
U0108,U0108,S0100,4,S1,1,91.396,13.021,0.0,104.417,0.0,,0,2,Additional;Investigation,,True
U0108,U0108,S0100,5,S1,1,84.904,9.451,0.0,94.355,0.0,,0,1,Additional,,True
U0108,U0108,S0100,6,S1,4,141.41,19.956,0.0,161.366,0.0,,2,4,Additional;Incident;Recovery;Struggling,incident_or_recovery_overlap,False
U0108,U0108,S0100,7,S1,1,82.857,10.186,0.0,93.043,0.0,,0,1,Additional,,True
U0108,U0108,S0100,8,S1,5,166.914,24.64,0.0,191.554,0.0,,0,4,Additional;Confused;Investigation;Struggling,,True
U0108,U0108,S0100,9,S1,1,89.537,9.485,0.0,99.022,0.0,,0,4,Additional;Investigation;Struggling,,True
U0108,U0108,S0100,10,S1,1,76.403,7.743,0.0,84.146,0.0,,0,1,Additional,,True
U0108,U0108,S0100,11,S1,1,80.583,10.709,0.0,91.292,0.0,,0,2,Additional;Struggling,,True
U0108,U0108,S0100,12,S1,1,90.281,11.093,0.0,101.374,0.0,,0,2,Additional;Investigation,,True
U0108,U0108,S0100,13,S1,2,89.589,12.933,0.0,102.522,0.0,,0,1,Additional,,True
U0108,U0108,S0100,14,S1,1,76.101,10.161,0.0,86.262,0.0,,0,1,Additional,,True
U0108,U0108,S0100,15,S1,1,76.34,10.067,0.0,86.407,0.0,,0,1,Additional,,True
U0108,U0108,S0100,16,S1,1,88.003,12.841,0.0,100.844,-0.0,,0,1,Additional,,True
U0108,U0108,S0100,17,S1,2,83.358,9.32,0.0,92.678,0.0,,0,1,Additional,,True
U0108,U0108,S0100,18,S1,1,78.072,8.846,0.0,86.918,0.0,,0,3,Additional;Parallel;Struggling,,True
U0108,U0108,S0100,19,S1,3,93.211,12.884,0.0,106.095,0.0,,0,1,Additional,,True
U0108,U0108,S0100,20,S1,1,89.251,7.866,0.0,97.117,0.0,,0,2,Additional;Struggling,,True
U0108,U0108,S0200,1,S1,1,78.07,8.727,0.0,86.797,0.0,,0,2,Additional;Confused,,True
U0108,U0108,S0200,2,S1,1,69.526,9.888,0.0,79.414,0.0,,0,1,Additional,,True
U0108,U0108,S0200,3,S1,5,113.288,18.032,0.0,131.32,0.0,,0,3,Additional;Struggling,,True
U0108,U0108,S0200,4,S1,2,113.736,13.446,0.0,127.182,0.0,,0,3,Additional;Struggling,,True
U0108,U0108,S0200,5,S1,1,85.746,9.988,0.0,107.734,12.0,,1,4,Additional;Incident;Investigation;Struggling,incident_or_recovery_overlap,False
U0108,U0108,S0200,6,S1,2,82.464,11.47,0.0,93.934,0.0,,0,1,Additional,,True
U0108,U0108,S0200,7,S1,2,87.559,13.16,0.0,100.719,0.0,,1,2,Additional;Incident,incident_or_recovery_overlap,False
U0108,U0108,S0200,8,S1,1,77.957,8.729,0.0,86.686,0.0,,0,1,Additional,,True
U0108,U0108,S0200,9,S1,4,113.801,16.488,0.0,136.552,6.263,,0,0,,,True
U0108,U0108,S0200,10,S1,3,114.086,14.523,0.0,128.609,0.0,,0,1,Additional,,True
U0108,U0108,S0200,11,S1,1,87.614,11.074,0.0,98.688,0.0,,0,2,Investigation,,True
U0108,U0108,S0200,12,S1,4,165.25,30.62,0.0,195.87,0.0,,2,6,Additional;Incident;Investigation;Recovery;Struggling,incident_or_recovery_overlap,False
U0108,U0108,S0200,13,S1,1,96.16,8.729,0.0,107.909,3.02,,0,3,Additional;Struggling,,True
U0108,U0108,S0200,14,S1,1,114.136,15.863,0.0,140.843,10.844,,2,6,Additional;Incident;Investigation;Recovery;Struggling,incident_or_recovery_overlap,False
U0108,U0108,S0200,15,S1,2,102.739,11.993,0.0,125.826,11.094,,0,3,Additional;Investigation,,True
U0108,U0108,S0200,16,S1,1,104.356,13.51,0.0,129.304,11.438,,0,3,Additional;Investigation;Struggling,,True
U0108,U0108,S0200,17,S1,4,113.239,13.804,0.0,127.043,0.0,,0,1,Additional,,True
U0108,U0108,S0200,18,S1,1,78.347,13.151,0.0,91.498,0.0,,0,3,Additional;Investigation,,True
U0108,U0108,S0200,19,S1,1,79.531,9.359,0.0,88.89,0.0,,0,1,Additional,,True
U0108,U0108,S0200,20,S1,3,147.532,15.656,0.0,163.188,0.0,,0,3,Additional;Struggling,,True
U0108,U0108,S0300,1,S1,1,97.069,9.869,0.0,115.352,8.414,,0,1,Additional,,True
U0108,U0108,S0300,2,S1,5,129.112,13.79,0.0,142.902,0.0,,0,1,Additional,,True
U0108,U0108,S0300,3,S1,2,105.243,12.125,0.0,117.368,0.0,,0,2,Additional;Investigation,,True
U0108,U0108,S0300,4,S1,2,90.439,12.109,0.0,102.548,0.0,,0,1,Additional,,True
U0108,U0108,S0300,5,S1,3,89.895,12.881,0.0,102.776,0.0,,0,1,Additional,,True
U0108,U0108,S0300,6,S1,1,90.76,10.017,0.0,114.723,13.946,,0,3,Additional;Investigation;Struggling,,True
U0108,U0108,S0300,7,S1,1,71.971,8.372,0.0,80.343,0.0,,0,1,Additional,,True
U0108,U0108,S0300,8,S1,1,72.589,9.623,0.0,82.212,0.0,,2,3,Additional;Incident;Recovery,incident_or_recovery_overlap,False
U0108,U0108,S0300,9,S1,1,84.75,8.724,0.0,93.474,0.0,,0,2,Additional;Confused,,True
U0108,U0108,S0300,10,S1,1,83.591,7.33,0.0,90.921,0.0,,0,1,Additional,,True
U0108,U0108,S0300,11,S1,4,116.745,17.767,0.0,134.512,0.0,,0,5,Additional;Struggling,,True
U0108,U0108,S0300,12,S1,1,69.295,8.904,0.0,78.199,0.0,,0,1,Additional,,True
U0108,U0108,S0300,13,S1,2,96.825,14.296,0.0,111.121,0.0,,0,5,Additional;Investigation;Struggling,,True
U0108,U0108,S0300,14,S1,1,103.791,11.844,0.0,115.635,0.0,,0,3,Additional;Investigation;Parallel,,True
U0108,U0108,S0300,15,S1,4,115.294,18.671,0.0,133.965,0.0,,0,3,Additional;Investigation;Struggling,,True
U0108,U0108,S0300,16,S1,2,87.189,11.028,0.0,98.217,0.0,,0,3,Additional;Confused;Struggling,,True
U0108,U0108,S0300,17,S1,1,95.568,9.169,0.0,104.737,0.0,,2,4,Additional;Incident;Parallel;Recovery,incident_or_recovery_overlap,False
U0108,U0108,S0300,18,S1,1,74.429,9.743,0.0,84.172,0.0,,0,3,Additional;Investigation,,True
U0108,U0108,S0300,19,S1,2,82.082,9.842,0.0,91.924,0.0,,0,2,Additional;Struggling,,True
U0108,U0108,S0300,20,S1,1,78.731,8.677,0.0,87.408,0.0,,0,1,Additional,,True
U0108,U0108,S0400,1,S1,1,89.544,9.428,0.0,98.972,0.0,,0,4,Additional;Investigation;Parallel,,True
U0108,U0108,S0400,2,S1,1,77.229,10.361,0.0,87.59,0.0,,0,1,Additional,,True
U0108,U0108,S0400,3,S1,5,174.074,30.448,0.0,204.522,0.0,,2,5,Incident;Parallel;Recovery;Struggling,incident_or_recovery_overlap,False
U0108,U0108,S0400,4,S1,2,87.983,8.471,0.0,96.454,-0.0,,0,1,Additional,,True
U0108,U0108,S0400,5,S1,2,88.906,10.255,0.0,99.161,0.0,,0,2,Additional;Investigation,,True
U0108,U0108,S0400,6,S1,1,80.879,13.392,0.0,94.271,0.0,,0,1,Additional,,True
U0108,U0108,S0400,7,S1,1,95.59,8.417,0.0,104.007,0.0,,3,5,Additional;Incident;Investigation;Recovery,incident_or_recovery_overlap,False
U0108,U0108,S0400,8,S1,4,140.66,16.924,0.0,157.584,0.0,,0,2,Additional;Parallel,,True
U0108,U0108,S0400,9,S1,1,81.887,8.89,0.0,90.777,0.0,,0,3,Additional;Investigation,,True
U0108,U0108,S0400,10,S1,2,179.156,14.624,0.0,193.78,0.0,,2,4,Additional;Recovery;Struggling,incident_or_recovery_overlap,False
U0108,U0108,S0400,11,S1,1,93.61,11.438,0.0,105.048,0.0,,0,1,Additional,,True
U0108,U0108,S0400,12,S1,4,124.111,13.998,0.0,138.109,0.0,,4,7,Additional;Incident;Investigation;Recovery,incident_or_recovery_overlap,False
U0108,U0108,S0400,13,S1,1,70.134,9.542,0.0,87.59,7.914,,0,1,Additional,,True
U0108,U0108,S0400,14,S1,1,99.719,13.065,0.0,112.784,0.0,,3,7,Additional;Incident;Investigation;Parallel;Recovery,incident_or_recovery_overlap,False
U0108,U0108,S0400,15,S1,1,70.921,8.941,0.0,79.862,0.0,,0,2,Additional,,True
U0108,U0108,S0400,16,S1,4,105.489,18.953,0.0,124.442,-0.0,,0,1,Additional,,True
U0108,U0108,S0400,17,S1,1,76.628,8.604,0.0,85.232,0.0,,0,1,Additional,,True
U0108,U0108,S0400,18,S1,3,102.179,11.217,0.0,113.396,0.0,,0,3,Additional;Investigation,,True
U0108,U0108,S0400,19,S1,3,94.909,11.98,0.0,106.889,0.0,,0,1,Additional,,True
U0108,U0108,S0400,20,S1,1,78.689,7.798,0.0,86.487,0.0,,0,2,Additional;Struggling,,True
U0108,U0108,S0500,1,S1,2,93.949,14.258,0.0,113.447,5.24,,0,2,Investigation;Parallel,,True
U0108,U0108,S0500,2,S1,3,97.187,16.937,0.0,114.124,0.0,,0,2,Additional;Investigation,,True
U0108,U0108,S0500,3,S1,1,62.769,14.282,0.0,77.051,0.0,,0,2,Additional;Confused,,True
U0108,U0108,S0500,4,S1,2,74.783,13.934,0.0,88.717,0.0,,0,1,Confused,,True
U0108,U0108,S0500,5,S1,1,77.007,11.585,0.0,88.592,0.0,,0,2,Additional,,True
U0108,U0108,S0500,6,S1,1,84.022,14.295,0.0,98.317,-0.0,,3,5,Additional;Incident;Investigation;Recovery,incident_or_recovery_overlap,False
U0108,U0108,S0500,7,S1,1,67.383,13.197,0.0,80.58,0.0,,0,1,Additional,,True
U0108,U0108,S0500,8,S1,1,69.444,12.88,0.0,82.324,0.0,,0,1,Additional,,True
U0108,U0108,S0500,9,S1,4,98.874,20.315,0.0,119.189,0.0,,0,1,Additional,,True
U0108,U0108,S0500,10,S1,1,81.532,13.899,0.0,95.431,0.0,,0,3,Additional;Investigation,,True
U0108,U0108,S0500,11,S1,1,74.103,17.312,0.0,93.626,2.211,,0,2,Additional;Investigation,,True
U0108,U0108,S0500,12,S1,1,89.742,16.712,0.0,106.454,0.0,,0,1,Parallel,,True
U0108,U0108,S0500,13,S1,5,111.91,26.614,0.0,138.524,0.0,,0,3,Additional;Investigation;Struggling,,True
U0108,U0108,S0500,14,S1,2,79.345,15.496,0.0,94.841,0.0,,0,1,Additional,,True
U0108,U0108,S0500,15,S1,1,74.62,17.2,0.0,91.82,0.0,,0,1,Additional,,True
U0108,U0108,S0500,16,S1,4,131.908,32.396,0.0,164.304,0.0,,0,5,Additional;Investigation;Parallel;Struggling,,True
U0108,U0108,S0500,17,S1,2,89.669,17.502,0.0,107.171,0.0,,0,4,Additional;Investigation;Struggling,,True
U0108,U0108,S0500,18,S1,1,91.51,15.348,0.0,106.858,0.0,,0,4,Additional;Parallel;Struggling,,True
U0108,U0108,S0500,19,S1,1,65.355,12.516,0.0,77.871,0.0,,0,1,Additional,,True
U0108,U0108,S0500,20,S1,3,108.505,18.203,0.0,126.708,0.0,,0,3,Additional;Investigation;Struggling,,True
U0109,U0109,S0100,1,S1,2,140.281,25.878,0.0,166.159,0.0,,0,5,Additional;Confused;Struggling,,True
U0109,U0109,S0100,2,S1,1,103.623,15.828,0.0,124.795,5.344,,0,4,Additional;Confused,,True
U0109,U0109,S0100,3,S1,1,113.877,11.017,0.0,124.894,0.0,,0,10,Additional;Confused;Investigation;Struggling,,True
U0109,U0109,S0100,4,S1,1,119.306,16.682,0.0,158.366,22.378,,4,10,Additional;Confused;Incident;Recovery;Struggling,incident_or_recovery_overlap,False
U0109,U0109,S0100,5,S1,1,95.009,12.953,0.0,107.962,0.0,,0,6,Additional;Confused;Parallel,,True
U0109,U0109,S0100,6,S1,3,129.717,26.272,0.0,159.729,3.74,,0,8,Additional;Confused;Struggling,,True
